Type d'équipement ;Is Loading Bay Item ;Zone spécifique du quai de chargement ;Nom ;Numéro d'asset ;Fabricant ;Modèle ;Nom de la salle ;Nom de baie ;Slot U ;Nom du châssis ;Module Slot ;Type ;Autre type ;SHORT_NAME ;SERIAL NUMBER ;End_Move_Target ;ASSET_TAG ;ASSET_ID ;Equipement approximé ;Type de puissance ;Puissance nominale (kW);Puissance typique (kW);Puissance spécifiée par l'utilisateur (kW);Facteur de charge (%);Puissance en entrée (kW);Type de phase ;Statut de l'équipement ;Nombre de cordons ;Nombre de cordons connectés ;Nombre de cordons actifs ;Nombre de cordons requis ;Onduleurs (UPS) ;Cordon électrique 1 PDU ;Cordon électrique 1 Prise de courant ;Cordon électrique 1 Socket Circuit ;Cordon électrique 2 PDU ;Cordon électrique 2 Prise de courant ;Cordon électrique 1 Alimentation électrique ;Cordon électrique 1 Type de prise ;Cordon électrique 3 PDU ;Cordon électrique 3 Prise de courant ;Cordon électrique 2 Socket Circuit ;Cordon électrique 1 Disjoncteur ;Cordon électrique 1 Socket Phase ;Cordon électrique 4 PDU ;Cordon électrique 4 Prise de courant ;Cordon électrique 2 Type de prise ;Cordon électrique 2 Alimentation électrique ;Cordon électrique 2 Disjoncteur ;Cordon électrique 2 Socket Phase ;Etat d'installation ;Date d'installation (dd/mm/yyyy);Cordon électrique 3 Alimentation électrique ;Cordon électrique 3 Disjoncteur ;Date de décommissionnement (dd/mm/yyyy);Repérage ID ;Cordon électrique 4 Alimentation électrique ;Cordon électrique 4 Disjoncteur ;Montage ;Sens de montage ;Style de montage ;LONG_NAME ;Lames installées ;Allée ;Cage ;Zone ;Hauteur (U);Largeur (m);Profondeur (m);Poids (kg);Synchronisé avec Gateway ;ID Système externe ;ID Système Asset ;ID Système Baie ;ID Système Châssis 
Equipements IT;;;CQ652;AF047722;HP;Proliant DL380 G5;P4;AB07;36;;;Serveurs;;CQ652TTC;CZC8505C7D;0;AF047722;M-0000266229;0;Puissance nominale et facteur;1.216;;;18;0.219;Monophasé;On;2;2;1;1;Single Source;Q423C;Non défini;;Q423A;Non défini;TDI_P4C;;;;;Q423C (16 A);;;;;TDI_P4A;Q423A (16 A);;Installé;2018-04-19T00:00:00.000Z;;;;AB07:Slot 36;;;Avant;Pas de rotation;Monté(s) en baie;CQ652;;2AB;;;2;0.445;0.661;27.22;;0;400159-118826;400159-118744;
Equipements IT;;;CQ620;2886741;HP;Proliant DL380 G5;P4;AB08;33;;;Serveurs;;CQ620AOC;CZC8093HWL;0;2886741;M-0000252408;0;Puissance nominale et facteur;1.216;;;18;0.219;Monophasé;On;2;2;2;1;Multiple Source;Q431A;Non défini;;Q431C;Non défini;TDI_P4A;;;;;Q431A (16 A);;;;;TDI_P4C;Q431C (16 A);;Installé;2018-04-19T00:00:00.000Z;;;;AB08:Slot 33;;;Avant;Pas de rotation;Monté(s) en baie;CQ620;;2AB;;;2;0.445;0.661;27.22;;0;400160-119012;400160-118947;
Equipements IT;;;ACSWIFINDUSC2;AF207014;Cisco;SNS 3415 Secure Network Server;P4;AB08;36;;;Serveurs;;ACSWIFINDUSC2;FCH1843V05P;0;AF207014;M-0000688667;0;Puissance nominale et facteur;0.65;;;18;0.117;Monophasé;On;2;2;2;1;Multiple Source;Q431A;Non défini;;Q431C;Non défini;TDI_P4A;;;;;Q431A (16 A);;;;;TDI_P4C;Q431C (16 A);;Installé;2018-04-19T00:00:00.000Z;;;;AB08:Slot 36;;;Avant;Pas de rotation;Monté(s) en baie;ACSWIFINDUSC2;;2AB;;;1;0.43;0.724;16.1;;0;1375752-77644;400160-118947;
Equipements IT;;;ACSRESOC2;AF045233;Cisco;ACS 1121 Secure Access Control Server;P4;AB08;38;;;Serveurs;;ACSRESOC2;KQ05VNL;0;AF045233;M-0000362735;0;Puissance nominale et facteur;0.175;;;18;0.032;Monophasé;On;1;1;1;1;Single Source;Q432A;Non défini;;;;TDI_P4A;;;;;Q432A (16 A);;;;;;;;Installé;2018-04-19T00:00:00.000Z;;;;AB08:Slot 38;;;Avant;Pas de rotation;Monté(s) en baie;ACSRESOC2;;2AB;;;1;0.44;0.559;12.7;;0;400160-119028;400160-118947;
Equipements IT;;;CH119;RN000796 ;HP;BladeSystem c7000 Enclosure (Fully Populated);P4;AB10;1;;;Serveurs;;CH119;CZ27510HRX;0;RN000796;M-0000855640;0;Puissance nominale et facteur;6.971;;;50;3.486;Monophasé;On;6;6;6;4;Multiple Source;Q514A;Non défini;;Q514B;Non défini;TDI_P4A;;Q514A;Non défini;;Non défini;;;;;TDI_P4B;Q514B (32 A);;Installé;2018-03-06T00:00:00.000Z;TDI_P4A;Non défini;;AB10:Slot 01;;;Avant;Pas de rotation;Monté(s) en baie;CH119;;2AB;;;10;0.445;0.813;204;;0;767905-116906;400160-119301;
Equipements IT;;;CH135;RN001906;HP;Synergy 12000 (Fully Populated);P4;AB10;11;;;Châssis;;CH135;CZJ9270559;0;RN001906;M-0000914518;0;Puissance nominale et facteur;3.423;;;50;1.711;Monophasé;On;6;6;6;3;Multiple Source;Q514A;Non défini;;Q514B;Non défini;TDI_P4A;;Q514A;Non défini;;Non défini;;;;;TDI_P4B;Q514B (32 A);;Installé;2018-03-06T00:00:00.000Z;TDI_P4A;Non défini;;AB10:Slot 11;;;Avant;Pas de rotation;Monté(s) en baie;CH135;0;2AB;;;10;0.445;0.936;62;;0;2053450-118630;400160-119301;
Equipements IT;;;COSMOS43;RN001294;Symantec;SG S500;P4;AB10;33;;;Serveurs;;COSMOS43;3617300008;0;RN001294;M-0000885455;0;Puissance nominale et facteur;0.405;;;69.3;0.28;Monophasé;On;2;2;2;1;Multiple Source;Q514A;Non défini;;Q514B;Non défini;TDI_P4A;;;;;Non défini;;;;;TDI_P4B;Q514B (32 A);;Installé;2018-03-06T00:00:00.000Z;;;;AB10:Slot 33;;;Avant;Pas de rotation;Monté(s) en baie;COSMOS43;;2AB;;;2;0.433;0.71;12.701;;0;2517333-117161;400160-119301;
Equipements IT;;;TUBIRON3;RN001273;Citrix;NetScaler MPX 5500 Load Balancer;P4;AB10;35;;;Serveurs;;0;0;0;0;M-0000885538;0;Puissance nominale et facteur;0.3;;;99.9;0.3;Monophasé;On;1;1;1;1;Single Source;Q514A;Non défini;;;;TDI_P4A;;;;;Non défini;;;;;;;;Installé;2018-10-05T00:00:00.000Z;;;;AB10:Slot 35;;;Avant;Pas de rotation;Monté(s) en baie;TUBIRON3;;2AB;;;1;0.445;0.552;8.618;;0;223405-117063;400160-119301;
Equipements IT;;;CH028;AF045984;HP;BladeSystem c7000 Enclosure (Fully Loaded);P4;W05;3;;;Serveurs;;CH028;CZ3329KCV0;0;AF045984;M-0000615401;0;Spécifié par l'utilisateur;;;3.38;41.812;3.38;Monophasé;On;6;6;6;4;Multiple Source;Q65A;Non défini;;Q65A;Non défini;TDI_P4A;;Q65A;Non défini;;Q65A (16 A);;;;;TDI_P4A;Q65A (16 A);;Installé;2018-04-19T00:00:00.000Z;TDI_P4A;Q65A (16 A);;W05:Slot 03;;;Avant;Pas de rotation;Monté(s) en baie;CH028;;5W;;;10;0.445;0.813;204;;0;400161-119467;400161-119458;
Equipements IT;;;CH047;AF208414;HP;BladeSystem c7000 Enclosure (Fully Loaded);P4;W05;16;;;Serveurs;;CH047;CZJ4510680;0;AF208414;M-0000688717;0;Spécifié par l'utilisateur;;;1.8;50;1.8;Monophasé;On;6;6;6;4;Multiple Source;Q392A;Non défini;;Q392A;Non défini;TDI_P4A;;Q392A;Non défini;;Q392A (16 A);;;;;TDI_P4A;Q392A (16 A);;Installé;2018-04-19T00:00:00.000Z;TDI_P4A;Q392A (16 A);;W05:Slot 16;;;Avant;Pas de rotation;Monté(s) en baie;CH047;;5W;;;10;0.445;0.813;204;;0;1576986-130799;400161-119458;
Equipements IT;;;EIPC2-SDNS;AF208283;Efficient iP;Solid Server 1000;P4;W05;36;;;Serveurs;;0;0;0;0;M-0000670536;0;Puissance nominale et facteur;0.3;;;28;0.084;Monophasé;On;2;2;2;1;Multiple Source;Q392A;Non défini;;Q392C;Non défini;TDI_P4A;;;;;Q392A (16 A);;;;;TDI_P4C;Q392C (16 A);;Installé;2018-04-19T00:00:00.000Z;;;;W05:Slot 36;;;Avant;Pas de rotation;Monté(s) en baie;EIPC2-SDNS;;5W;;;1;0.43;0.458;11.8;;0;400161-119527;400161-119458;
Equipements IT;;;EIPC2-DHCP;AF208282;Efficient iP;Solid Server 1000;P4;W05;37;;;Serveurs;;0;0;0;0;M-0000670538;0;Puissance nominale et facteur;0.3;;;28;0.084;Monophasé;On;2;2;2;1;Multiple Source;Q392A;Non défini;;Q392C;Non défini;TDI_P4A;;;;;Q392A (16 A);;;;;TDI_P4C;Q392C (16 A);;Installé;2018-04-19T00:00:00.000Z;;;;W05:Slot 37;;;Avant;Pas de rotation;Monté(s) en baie;EIPC2-DHCP;;5W;;;1;0.43;0.458;11.8;;0;400161-119531;400161-119458;
Equipements IT;;;EIPC2-IPAM;AF208281;Efficient iP;Solid Server 1000;P4;W05;38;;;Serveurs;;0;0;0;0;M-0000670540;0;Puissance nominale et facteur;0.3;;;28;0.084;Monophasé;On;2;2;2;1;Multiple Source;Q392A;Non défini;;Q392C;Non défini;TDI_P4A;;;;;Q392A (16 A);;;;;TDI_P4C;Q392C (16 A);;Installé;2018-04-19T00:00:00.000Z;;;;W05:Slot 38;;;Avant;Pas de rotation;Monté(s) en baie;EIPC2-IPAM;;5W;;;1;0.43;0.458;11.8;;0;400161-119535;400161-119458;
Equipements IT;;;CH019;AF045720;HP;BladeSystem c7000 Enclosure (Fully Loaded);P4;W06;3;;;Serveurs;;CH019;CZ325254VH;0;AF045720;M-0000584229;0;Spécifié par l'utilisateur;;;2.93;40.447;2.93;Monophasé;On;6;6;6;6;Multiple Source;Q381A;Non défini;;Q381A;Non défini;TDI_P4A;;Q381A;Non défini;;Q381A (32 A);;;;;TDI_P4A;Q381A (32 A);;Installé;2018-04-19T00:00:00.000Z;TDI_P4A;Q381A (32 A);;W06:Slot 03;;;Avant;Pas de rotation;Monté(s) en baie;CH019;;5W;;;10;0.445;0.74;204;;0;400161-119643;400161-119636;
Equipements IT;;;BCRP;RN000401;Blue Coat;SG S500;P4;W06;13;;;Serveurs;;BCRP;2116470011;0;RN000401;M-0000800069;0;Puissance nominale et facteur;0.405;;;69.3;0.28;Monophasé;On;2;2;2;1;Multiple Source;Q233A;Non défini;;Q233B;Non défini;TDI_P4A;;;;;Q233A (16 A);;;;;TDI_P4B;Q233B (16 A);;Installé;2018-04-19T00:00:00.000Z;;;;W06:Slot 13;;;Avant;Pas de rotation;Monté(s) en baie;BCRP;;5W;;;2;0.433;0.71;12.701;;0;548648-90446;400161-119636;
Equipements IT;;;NEELIX;RN000402;Fortinet;FortiManager 300E;P4;W06;15;;;Serveurs;;NEELIX;FMG3HE3R16000188;0;RN000402;M-0000798622;0;Puissance nominale et facteur;0.134;;;50;0.067;Monophasé;On;1;1;1;1;Single Source;Q233A;Non défini;;;;TDI_P4A;;;;;Q233A (16 A);;;;;;;;Installé;2018-04-19T00:00:00.000Z;;;;W06:Slot 15;;;Avant;Pas de rotation;Monté(s) en baie;NEELIX;;5W;;;1;0.437;0.503;14.1;;0;239373-90172;400161-119636;
Equipements IT;;;CQ552;2886656;Hp;Proliant DL380 G5;P4;W06;27;;;Serveurs;;0;0;0;0;M-0000211115;0;Puissance nominale et facteur;1.216;;;28;0.34;Monophasé;On;2;2;2;1;Multiple Source;Q233A;Non défini;;Q233B;Non défini;TDI_P4A;;;;;Q233A (16 A);;;;;TDI_P4B;Q233B (16 A);;Installé;2018-04-19T00:00:00.000Z;;;;W06:Slot 27;;;Avant;Pas de rotation;Monté(s) en baie;CQ552;;5W;;;2;0.445;0.661;27.22;;0;400161-119694;400161-119636;
Equipements IT;;;CH013;AF045415;HP;BladeSystem c7000 Enclosure (Fully Loaded);P4;W07;2;;;Serveurs;;CH013;CZ3218HKP5;0;AF045415;M-0000386586;0;Spécifié par l'utilisateur;;;3.38;41.812;3.38;Monophasé;On;6;6;6;4;Multiple Source;Q102A;Non défini;;Q102A;Non défini;TDI_P4A;;Q102A;Non défini;;Q102A (32 A);;;;;TDI_P4A;Q102A (32 A);;Installé;2018-04-19T00:00:00.000Z;TDI_P4A;Q102A (32 A);;W07:Slot 02;;;Avant;Pas de rotation;Monté(s) en baie;CH013;;5W;;;10;0.445;0.74;204;;0;400162-119832;400162-119827;
Equipements IT;;;CH017;AF045602;HP;BladeSystem c7000 Enclosure (Fully Loaded);P4;W07;15;;;Serveurs;;CH017;CZ3236VEY5;0;AF045602;M-0000504059;0;Spécifié par l'utilisateur;;;3.6;40.447;3.6;Monophasé;On;6;6;6;4;Multiple Source;Q140A;Non défini;;Q140A;Non défini;TDI_P4A;;Q140A;Non défini;;Q140A (32 A);;;;;TDI_P4A;Q140A (32 A);;Installé;2018-04-19T00:00:00.000Z;TDI_P4A;Q140A (32 A);;W07:Slot 15;;;Avant;Pas de rotation;Monté(s) en baie;CH017;;5W;;;10;0.445;0.74;204;;0;400162-119852;400162-119827;
Equipements IT;;;WSC2P406;2885596;ADC Kentrox;DataSMART MAX T1/FT1 Multi-port DSU/CSUs Multimedia Access Multiplexer;P4;W07;33;;;Routeurs;;0;0;0;0;M-0000262752;0;Puissance nominale et facteur;0.175;;;28;0.049;Monophasé;On;1;1;1;1;Single Source;Q231A;Non défini;;;;TDI_P4A;;;;;Q231A (16 A);;;;;;;;Installé;2018-04-19T00:00:00.000Z;;;;W07:Slot 33;;;Avant;Pas de rotation;Monté(s) en baie;WSC2P406;;5W;;;1;0.445;0.292;3.175;;0;400162-119884;400162-119827;
Equipements IT;;;SWC2P427-FEX101;;Cisco;Nexus 2232PP 10GE Fabric Extender;P4;W07;37;;;Serveurs;;SWC2P427-FEX101;SSI15190L3Q;0;AF209821;M-0000531477;0;Puissance nominale et facteur;0.39;;;28;0.109;Monophasé;On;2;2;2;1;Multiple Source;Q231A;Prise 7;;Q231B;Prise 7;TDI_P4A;;;;;Q231A (16 A);;;;;TDI_P4B;Q231B (16 A);;Installé;2018-04-19T00:00:00.000Z;;;;W07:Slot 37;;;Arrière;Pas de rotation;Monté(s) en baie;SWC2P427-FEX101;;5W;;;1;0.439;0.45;8.3;;0;400162-119900;400162-119827;
Equipements IT;;;SWC2P426-FEX101;;Cisco;Nexus 2232PP 10GE Fabric Extender;P4;W07;38;;;Serveurs;;SWC2P426-FEX101;SSI151700WA;0;AF209820;M-0000531476;0;Puissance nominale et facteur;0.39;;;28;0.109;Monophasé;On;2;2;2;1;Multiple Source;Q231A;Prise 8;;Q231B;Prise 8;TDI_P4A;;;;;Q231A (16 A);;;;;TDI_P4B;Q231B (16 A);;Installé;2018-04-19T00:00:00.000Z;;;;W07:Slot 38;;;Arrière;Pas de rotation;Monté(s) en baie;SWC2P426-FEX101;;5W;;;1;0.439;0.45;8.3;;0;400162-119907;400162-119827;
Equipements IT;;;CH018;AF045616;HP;BladeSystem c7000 Enclosure (Fully Loaded);P4;W08;3;;;Serveurs;;CH018;CZ3236VEY6;0;AF045616;M-0000504087;0;Spécifié par l'utilisateur;;;2.7;41.812;2.7;Monophasé;On;6;6;6;4;Multiple Source;Q139A;Non défini;;Q139A;Non défini;TDI_P4A;;Q139A;Non défini;;Q139A (32 A);;;;;TDI_P4A;Q139A (32 A);;Installé;2018-04-19T00:00:00.000Z;TDI_P4A;Q139A (32 A);;W08:Slot 03;;;Avant;Pas de rotation;Monté(s) en baie;CH018;;5W;;;10;0.445;0.74;204;;0;400162-120050;400162-120047;
Equipements IT;;;WSC2P410;2886265;ADC Kentrox;DataSMART MAX T1/FT1 Multi-port DSU/CSUs Multimedia Access Multiplexer;P4;W08;36;;;Routeurs;;0;0;0;0;M-0000264705;0;Puissance nominale et facteur;0.175;;;28;0.049;Monophasé;On;1;1;1;1;Single Source;Q471A;Non défini;;;;TDI_P4A;;;;;Q471A (16 A);;;;;;;;Installé;2018-04-19T00:00:00.000Z;;;;W08:Slot 36;;;Avant;Pas de rotation;Monté(s) en baie;WSC2P410;;5W;;;1;0.445;0.292;3.175;;0;400162-120112;400162-120047;
Equipements IT;;;FMC2600;RN002537;Cisco;FMC 2600;P4;W08;38;;;Serveurs;;FMC2600;WZP243903TP;0;RN002537;0;0;Puissance nominale et facteur;0.77;;;100;0.77;Monophasé;On;2;2;2;1;Multiple Source;Q471A;Non défini;;Q471B;Non défini;TDI_P4A;;;;;Q471A (16 A);;;;;TDI_P4B;Q471B (16 A);;Installé;2019-03-01T00:00:00.000Z;;;;W08:Slot 38;;;Avant;Pas de rotation;Monté(s) en baie;FMC2600;;5W;;;1;0.43;0.757;16.8;;0;169110-158302;400162-120047;
Equipements IT;;;CH001;AF045325;HP;BladeSystem c7000 Enclosure (Fully Loaded);P4;W09;1;;;Serveurs;;BL881;CZ3212C1C7;0;AF045325;M-0000371836;0;Spécifié par l'utilisateur;;;3.6;41.812;3.6;Monophasé;On;6;6;6;4;Multiple Source;Q373B;Non défini;;Q373A;Non défini;TDI_P4B;;Q373B;Non défini;;Non défini;;;;;TDI_P4A;Q373A (20 A);;Installé;2018-04-19T00:00:00.000Z;TDI_P4B;Non défini;;W09:Slot 01;;;Avant;Pas de rotation;Monté(s) en baie;CH001;;5W;;;10;0.445;0.74;204;;0;400162-120227;400162-120224;
Equipements IT;;;TLC-REA04;AF045341;ALCATEL;OmniPCX-S;P4;W09;16;;;Serveurs;;TLC-REA04;BAN01208399036;0;AF045341;M-0000372501;0;Spécifié par l'utilisateur;;;0.03;28;0.03;Monophasé;On;1;1;1;1;Single Source;Inline Power Connector4;Prise 1;;;;;;;;;;;;;;;;;Installé;2018-04-19T00:00:00.000Z;;;;W09:Slot 16;;;Avant;Pas de rotation;Monté(s) en baie;TLC-REA04;;5W;;;3;0.44;0.5;0;;0;400163-120276;400162-120224;
Equipements IT;;;TLC-REA05;AF045342;ALCATEL;OmniPCX-S;P4;W09;20;;;Serveurs;;TLC-REA05;BAN01208399040;0;AF045342;M-0000372503;0;Spécifié par l'utilisateur;;;0.03;28;0.03;Monophasé;On;1;1;1;1;Single Source;Inline Power Connector5;Prise 1;;;;;;;;;;;;;;;;;Installé;2018-04-19T00:00:00.000Z;;;;W09:Slot 20;;;Avant;Pas de rotation;Monté(s) en baie;TLC-REA05;;5W;;;3;0.44;0.5;0;;0;400163-120283;400162-120224;
Equipements IT;;;TLC-REA02;AF045339;ALCATEL;OmniPCX-S;P4;W09;24;;;Serveurs;;TLC-REA02;BAN01208399039;0;AF045339;M-0000372497;0;Spécifié par l'utilisateur;;;0.03;28;0.03;Monophasé;On;1;1;1;1;Single Source;Inline Power Connector2;Prise 1;;;;;;;;;;;;;;;;;Installé;2018-04-19T00:00:00.000Z;;;;W09:Slot 24;;;Avant;Pas de rotation;Monté(s) en baie;TLC-REA02;;5W;;;3;0.44;0.5;0;;0;400163-120290;400162-120224;
Equipements IT;;;TLC-REA03;AF045340;ALCATEL;OmniPCX-S ;P4;W09;28;;;Serveurs;;TLC-REA03;BAN01208699142;0;AF045340;M-0000372499;0;Spécifié par l'utilisateur;;;0.03;28;0.03;Monophasé;On;1;1;1;1;Single Source;Inline Power Connector3;Prise 1;;;;;;;;;;;;;;;;;Installé;2018-04-19T00:00:00.000Z;;;;W09:Slot 28;;;Avant;Pas de rotation;Monté(s) en baie;TLC-REA03;;5W;;;3;0.44;0.5;0;;0;400163-120297;400162-120224;
Equipements IT;;;TLC-REA06;AF045343;ALCATEL;OmniPCX-S;P4;W09;32;;;Serveurs;;TLC-REA06;BAN01208699146;0;AF045343;M-0000372505;0;Spécifié par l'utilisateur;;;0.03;28;0.03;Monophasé;On;1;1;1;1;Single Source;Inline Power Connector6;Prise 1;;;;;;;;;;;;;;;;;Installé;2018-04-19T00:00:00.000Z;;;;W09:Slot 32;;;Avant;Pas de rotation;Monté(s) en baie;TLC-REA06;;5W;;;3;0.44;0.5;0;;0;400163-120304;400162-120224;
Equipements IT;;;TLC-REA01;AF045338;ALCATEL;OmniPCX-S;P4;W09;36;;;Serveurs;;TLC-REA01;BAN01208699147;0;AF045338;M-0000372495;0;Spécifié par l'utilisateur;;;0.03;28;0.03;Monophasé;On;1;1;1;1;Single Source;Inline Power Connector1;Prise 1;;;;;;;;;;;;;;;;;Installé;2018-04-19T00:00:00.000Z;;;;W09:Slot 36;;;Avant;Pas de rotation;Monté(s) en baie;TLC-REA01;;5W;;;3;0.44;0.5;0;;0;400163-120311;400162-120224;
Equipements IT;;;SWC2P431_FEX112;;Cisco;Nexus 2248TP GE Fabric Extender (Port Side Airflow Intake);P4;W10;37;;;Switchs (Commutateurs);;0;0;0;0;0;0;Puissance nominale et facteur;0.118;;;79.9;0.094;Monophasé;On;2;2;1;1;Single Source;Q202A;Non défini;;Q202C;Non défini;TDI_P4A;;;;;Q202A (16 A);;;;;TDI_P4C;Q202C (16 A);;Installé;2019-04-10T00:00:00.000Z;;;;W10:Slot 37;;;Arrière;Pas de rotation;Monté(s) en baie;SWC2P431_FEX112;;5W;;;1;0.439;0.45;8;;0;487908-161873;400163-120418;
Equipements IT;;;SWC2P430_FEX112;;Cisco;Nexus 2248TP GE Fabric Extender (Port Side Airflow Intake);P4;W10;38;;;Switchs (Commutateurs);;0;0;0;0;0;0;Puissance nominale et facteur;0.118;;;79.9;0.094;Monophasé;On;2;2;1;1;Single Source;Q202A;Non défini;;Q202C;Non défini;TDI_P4A;;;;;Q202A (16 A);;;;;TDI_P4C;Q202C (16 A);;Installé;2019-04-10T00:00:00.000Z;;;;W10:Slot 38;;;Arrière;Pas de rotation;Monté(s) en baie;SWC2P430_FEX112;;5W;;;1;0.439;0.45;8;;0;442570-160603;400163-120418;
Equipements IT;;;BL691;AF046446;HP;BladeSystem c7000 Enclosure (Fully Loaded);P4;T05;1;;;Serveurs;;BL691;GB8014R7HM;0;AF046446;M-0000303452;0;Spécifié par l'utilisateur;;;2.48;40.447;2.48;Monophasé;On;6;6;6;4;Multiple Source;Q183C;Non défini;;Q183C;Non défini;TDI_P4C;;Q183C;Non défini;;Q183C (16 A);;;;;TDI_P4C;Q183C (16 A);;Installé;2018-04-19T00:00:00.000Z;TDI_P4C;Q183C (16 A);;T05:Slot 01;;;Avant;Pas de rotation;Monté(s) en baie;BL691;;5T;;;10;0.445;0.813;204;;0;400163-120615;400163-120610;
Equipements IT;;;CH010;AF05405;HP;BladeSystem c7000 Enclosure (Fully Loaded);P4;T05;13;;;Serveurs;;CH010;CZ3220JKCN;0;AF045405;M-0000388917;0;Spécifié par l'utilisateur;;;3.6;41.812;3.6;Monophasé;On;6;6;6;4;Multiple Source;Q103A;Non défini;;Q103A;Non défini;TDI_P4A;;Q103A;Non défini;;Q103A (32 A);;;;;TDI_P4A;Q103A (32 A);;Installé;2018-04-19T00:00:00.000Z;TDI_P4A;Q103A (32 A);;T05:Slot 13;;;Avant;Pas de rotation;Monté(s) en baie;CH010;;5T;;;10;0.445;0.813;204;;0;400163-120633;400163-120610;
Equipements IT;;;NGSC2;AF045778;Cisco;NAC Guest Server 3315;P4;T05;23;;;Serveurs;;NGSC2;KQ586M3;0;AF045778;M-0000603654;0;Puissance nominale et facteur;0.78;;;15;0.117;Monophasé;On;1;1;1;1;Single Source;Q183C;Non défini;;;;TDI_P4C;;;;;Q183C (16 A);;;;;;;;Installé;2018-04-19T00:00:00.000Z;;;;T05:Slot 23;;;Avant;Pas de rotation;Monté(s) en baie;NGSC2;;5T;;;1;0.426;0.705;15.87;;0;400163-120647;400163-120610;
Equipements IT;;;ACSHOTC2;AF045780;Cisco;NAC Guest Server 3315;P4;T05;24;;;Serveurs;;ACSHOTC2;KQ87HR2;0;AF045780;M-0000603657;0;Puissance nominale et facteur;0.78;;;15;0.117;Monophasé;On;1;1;1;1;Single Source;Q183A;Non défini;;;;TDI_P4A;;;;;Q183A (16 A);;;;;;;;Installé;2018-04-19T00:00:00.000Z;;;;T05:Slot 24;;;Avant;Pas de rotation;Monté(s) en baie;ACSHOTC2;;5T;;;1;0.426;0.705;15.87;;0;400163-120653;400163-120610;
Equipements IT;;;BL641;AF046272;HP;BladeSystem c7000 Enclosure (Fully Loaded);P4;T06;1;;;Serveurs;;BL641;GB8006K334;0;AF046272;M-0000296939;0;Spécifié par l'utilisateur;;;2.05;40.447;2.05;Monophasé;On;6;6;6;4;Multiple Source;Q181A;Non défini;;Q181A;Non défini;TDI_P4A;;Q181A;Non défini;;Q181A (16 A);;;;;TDI_P4A;Q181A (16 A);;Installé;2018-04-19T00:00:00.000Z;TDI_P4A;Q181A (16 A);;T06:Slot 01;;;Avant;Pas de rotation;Monté(s) en baie;BL641;;5T;;;10;0.445;0.813;204;;0;400164-120786;400164-120783;
Equipements IT;;;PB138;AF207823;HP;Proliant DL580 G9;P4;T06;11;;;Serveurs;;S4187TOC;CZ36188ETC;0;AF207823;M-0000743561;0;Puissance nominale et facteur;1.319;;;50;0.659;Monophasé;On;4;4;4;2;Multiple Source;Q181A;Non défini;;Q181C;Non défini;TDI_P4A;;Q181A;Non défini;;Q181A (16 A);;;;;TDI_P4C;Q181C (16 A);;Installé;2018-04-19T00:00:00.000Z;TDI_P4A;Q181A (16 A);;T06:Slot 11;;;Avant;Pas de rotation;Monté(s) en baie;PB138;;5T;;;4;0.445;0.736;52.87;;0;338349-87814;400164-120783;
Equipements IT;;;IBLOXDNS22;RN002538;Infoblox;Trinzic 1415;P4;T06;32;;;Serveurs;;IBLOXDNS22;1,4052E+14;0;RN002538;0;0;Puissance nominale et facteur;0.45;;;50;0.225;Monophasé;On;2;2;2;1;Multiple Source;Q181A;Prise 4;;Q181C;Prise 1;TDI_P4A;;;;;Q181A (16 A);;;;;TDI_P4C;Q181C (16 A);;Installé;2018-04-19T00:00:00.000Z;;;;T06:Slot 32;;;Avant;Pas de rotation;Monté(s) en baie;IBLOXDNS22;;5T;;;1;0.441;0.437;12.7;;0;126379-158255;400164-120783;
Equipements IT;;;NCFILTER8;RN001684;Symantec;SG S400;P4;T06;33;;;Serveurs;;NCFILTER8;3718320043;0;RN001684;M-0000906339;0;Puissance nominale et facteur;0.405;;;79;0.32;Monophasé;On;2;2;2;1;Multiple Source;Q181A;Non défini;;Q181C;Non défini;TDI_P4A;;;;;Q181A (16 A);;;;;TDI_P4C;Q181C (16 A);;Installé;2018-03-06T00:00:00.000Z;;;;T06:Slot 33;;;Avant;Pas de rotation;Monté(s) en baie;NCFILTER8;;5T;;;1;0.433;0.572;12.701;;0;240535-118525;400164-120783;
Equipements IT;;;NCFILTER6;RN000400;Blue Coat;S200;P4;T06;34;;;Serveurs;;NCFILTER6;3116330076;0;RN000400;M-0000800071;0;Puissance nominale et facteur;0.35;;;65.69;0.23;Monophasé;On;1;1;1;1;Single Source;Q181A;Non défini;;;;TDI_P4A;;;;;Q181A (16 A);;;;;;;;Installé;2018-04-19T00:00:00.000Z;;;;T06:Slot 34;;;Avant;Pas de rotation;Monté(s) en baie;NCFILTER6;;5T;;;1;0.44;0.446;7.4;;0;252339-90159;400164-120783;
Equipements IT;;;HAL73;RN000229;Blue Coat;Proxy SG 500-20;P4;T06;35;;;Serveurs;;HAL73;717300042;0;RN000229;M-0000788078;0;Puissance nominale et facteur;1.1;;;50;0.55;Monophasé;On;1;1;1;1;Single Source;Q181A;Non défini;;;;TDI_P4A;;;;;Q181A (16 A);;;;;;;;Installé;2018-04-19T00:00:00.000Z;;;;T06:Slot 35;;;Avant;Pas de rotation;Monté(s) en baie;HAL73;;5T;;;2;0.443;0.71;30;;0;103588-89180;400164-120783;
