1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;Audit sur site;Notes;Asset_id to Add;Source d'information Asset_id;
OmniSwitch 6400-48 Gigabit Stackable Ethernet Switch (OS6400-48);Switch;Alcatel-Lucent;;;;;;;P3;Z13:Slot 19;1;;;;P3Z13:Slot 19;0-EXISTANT P3/P4;Commun;Omniswitch : Not in CMDB - To validate with Serge;Z13;19;Identifiable;NULL;Patch panel;;;;
OmniSwitch 6400-48 Gigabit Stackable Ethernet Switch (OS6400-48);Switch;Alcatel-Lucent;;;;;;;P3;Z13:Slot 21;1;;;;P3Z13:Slot 21;0-EXISTANT P3/P4;Commun;Omniswitch : Not in CMDB - To validate with Serge;Z13;21;Identifiable;NULL;Patch panel;;;;
OmniSwitch 6400-48 Gigabit Stackable Ethernet Switch (OS6400-48);Switch;Alcatel-Lucent;;;;;;;P3;Z13:Slot 23;1;;;;P3Z13:Slot 23;0-EXISTANT P3/P4;Commun;Omniswitch : Not in CMDB - To validate with Serge;Z13;23;Identifiable;NULL;Patch panel;;;;
OmniSwitch 6400-48 Gigabit Stackable Ethernet Switch (OS6400-48);Switch;Alcatel-Lucent;;;;;;;P3;Z13:Slot 25;1;;;;P3Z13:Slot 25;0-EXISTANT P3/P4;Commun;Omniswitch : Not in CMDB - To validate with Serge;Z13;25;Identifiable;NULL;Patch panel;;;;
OmniSwitch 6400-48 Gigabit Stackable Ethernet Switch (OS6400-48);Switch;Alcatel-Lucent;;;;;;;P3;Z13:Slot 27;1;;;;P3Z13:Slot 27;0-EXISTANT P3/P4;Commun;Omniswitch : Not in CMDB - To validate with Serge;Z13;27;Identifiable;NULL;Patch panel;;;;
DataSMART MAX T1/FT1 Multi-port DSU/CSUs Multimedia Access Multiplexer;Router;ADC Kentrox;APPXCEL;;;;;Non;P4;AB07:Slot 34;;;;;P4AB07:Slot 34;0-EXISTANT P3/P4;Commun;NULL;AB07;34;NULL;NULL;;;;;
3PAR StoreServ 8200 2 Node Storage Base ;Server;HP;;;;;;;P4;AB17:Slot 18;;;;;P4AB17:Slot 18;0-EXISTANT P3/P4;Commun;NULL;AB17;18;NULL;NULL;;;;;
ProLiant DL160 G9;Server;HP;3PAR_EJ;;;;;RN000093;P4;AB17:Slot 21;1;;;;P4AB17:Slot 21;0-EXISTANT P3/P4;Commun;OK-POSITION:2;AB17;21;Identifiable;NULL;SERVICE PROCESOR (U21) DE  HPE-C2P1-056EJ (U22-25);;;;
VSP G600;Storage;Hitachi;HDSXXX;;;;;;P4;AB22:Slot 03;4;;;;P4AB22:Slot 03;0-EXISTANT P3/P4;Commun;OK-POSITION:3;AB22;3;Identifiable;NULL;HDS-71045 RACK AB22;;;;
DW-F700-DBS.P SFF Drive Box;Storage;Hitachi;HDS1;;;;;;P4;AB22:Slot 07;2;;;;P4AB22:Slot 07;0-EXISTANT P3/P4;Commun;Hitashi : No match;AB22;7;Identifiable;NULL;HDS-71045 RACK AB22;;;;
VSP G600;Storage;Hitachi;;;;;;;P4;AB22:Slot 09;4;;;;P4AB22:Slot 09;0-EXISTANT P3/P4;Commun;Hitashi : No match;AB22;9;Identifiable;NULL;HDS-71045 RACK AB22;;;;
VSP G600;Storage;Hitachi;HDS000;;;;;AF207946;P4;AB22:Slot 13;4;;;;P4AB22:Slot 13;0-EXISTANT P3/P4;Commun;Hitashi : No match;AB22;13;Identifiable;NULL;HDS-71045 RACK AB22;;;;
System x3550 M3;Server;IBM;VMW-NSDMZ-C2002;;;;;RN000803 ;P4;AB22:Slot 17;;;;;P4AB22:Slot 17;0-EXISTANT P3/P4;Commun;NULL;AB22;17;NULL;NULL;;;;;
VSP G600;Storage;Hitachi;HDS2;;;;;AF207946;P4;AB22:Slot 18;4;;;;P4AB22:Slot 18;0-EXISTANT P3/P4;Commun;Hitashi : No match;AB22;18;Identifiable;NULL;HDS-71045 RACK AB22;;;;
7310-CR3 Rack-mounted HMC;Server;IBM;HMC;;;;;;P4;AB22:Slot 38;1;;;;P4AB22:Slot 38;0-EXISTANT P3/P4;Commun;NULL;AB22;38;NULL;NULL;;;;;
Nexus 2348UPQ Fabric Extender (Front to Rear Airflow);Switch;Cisco ;SWC2P4NI1_Fex101;;;;;RN001353;P4;AB25:Slot 40;1;;;;P4AB25:Slot 40;0-EXISTANT P3/P4;Commun;NULL;AB25;40;NULL;NULL;;;;;
DS224C;Storage;NetApp;;;;;;RN002039;P4;AB34:Slot 09;2;;;;P4AB34:Slot 09;0-EXISTANT P3/P4;Commun;NULL;AB34;9;Identifiable;NULL;;;;;
DS224C;Storage;NetApp;;;;;;RN000761;P4;AB34:Slot 11;2;;;;P4AB34:Slot 11;0-EXISTANT P3/P4;Commun;NULL;AB34;11;Identifiable;NULL;;;;;
DS224C;Storage;NetApp;;;;;;RN000760;P4;AB34:Slot 13;2;;;;P4AB34:Slot 13;0-EXISTANT P3/P4;Commun;NULL;AB34;13;Identifiable;NULL;;;;;
DS224C;Storage;NetApp;;;;;;RN000759;P4;AB34:Slot 15;2;;;;P4AB34:Slot 15;0-EXISTANT P3/P4;Commun;NULL;AB34;15;Identifiable;NULL;;;;;
AFF A300;Server;NetApp;NP0VLB;;;;;RN000756;P4;AB34:Slot 19;;;;;P4AB34:Slot 19;0-EXISTANT P3/P4;Commun;OK-POSITION:5;AB34;19;Identifiable;NULL;NP0VLB-01;;;;
DS224C;Storage;NetApp;;;;;;;P4;AB34:Slot 24;2;;;;P4AB34:Slot 24;0-EXISTANT P3/P4;Commun;NULL;AB34;24;Identifiable;NULL;;;;;
DS224C;Storage;NetApp;;;;;;;P4;AB34:Slot 26;2;;;;P4AB34:Slot 26;0-EXISTANT P3/P4;Commun;NULL;AB34;26;Identifiable;NULL;;;;;
DS224C;Storage;NetApp;;;;;;;P4;AB34:Slot 28;2;;;;P4AB34:Slot 28;0-EXISTANT P3/P4;Commun;NULL;AB34;28;Identifiable;NULL;;;;;
7148SX 48-ports Switch (DCS-7148SX-F);Switch;Arista;Pas de nom;;;;;non;P4;AE05:Slot 38;1;;;;P4AE05:Slot 38;0-EXISTANT P3/P4;Commun;NULL;AE05;38;NULL;NULL;;;;;
SunFire V890;Server;Sun Microsystems;SU943;;;;;2886170;P4;AE06:Slot 04;;;;;P4AE06:Slot 04;0-EXISTANT P3/P4;Commun;OK-POSITION:2;AE06;4;Identifiable;NULL;Plus rien sur AE06 (SWITCH PCP P4 POUR PHYSIQUES);;;;
Ethernet 24p;Other;APC;HUB42;;;;;AF207368;P4;AE15:Slot 42;1;;;;P4AE15:Slot 42;0-EXISTANT P3/P4;Commun;NULL;AE15;42;NULL;NULL;;;;;
DW-F700-DBS.P SFF Drive Box;Storage;Hitachi;HUS_150;;;;;RN000236;P4;AE17:Slot 02;2;;;;P4AE17:Slot 02;0-EXISTANT P3/P4;Commun;Hitashi : No match;AE17;2;Identifiable;NULL;HDS-12554 (HUS);;;;
DW-F700-DBS.P SFF Drive Box;Storage;Hitachi;HUS-150-1;;;;;;P4;AE17:Slot 05;2;;;;P4AE17:Slot 05;0-EXISTANT P3/P4;Commun;Hitashi : No match;AE17;5;Identifiable;NULL;HDS-12554 (HUS);;;;
DW-F700-DBS.P SFF Drive Box;Storage;Hitachi;HUS-150-2;;;;;;P4;AE17:Slot 07;2;;;;P4AE17:Slot 07;0-EXISTANT P3/P4;Commun;Hitashi : No match;AE17;7;Identifiable;NULL;HDS-12554 (HUS);;;;
DW-F700-DBS.P SFF Drive Box;Storage;Hitachi;HUS-150-3;;;;;;P4;AE17:Slot 09;2;;;;P4AE17:Slot 09;0-EXISTANT P3/P4;Commun;Hitashi : No match;AE17;9;Identifiable;NULL;HDS-12554 (HUS);;;;
DW-F700-DBS.P SFF Drive Box;Storage;Hitachi;HUS-150-4;;;;;;P4;AE17:Slot 11;2;;;;P4AE17:Slot 11;0-EXISTANT P3/P4;Commun;Hitashi : No match;AE17;11;Identifiable;NULL;HDS-12554 (HUS);;;;
DW-F700-DBS.P SFF Drive Box;Storage;Hitachi;HUS-150-5;;;;;;P4;AE17:Slot 13;2;;;;P4AE17:Slot 13;0-EXISTANT P3/P4;Commun;Hitashi : No match;AE17;13;Identifiable;NULL;HDS-12554 (HUS);;;;
DW-F700-DBS.P SFF Drive Box;Storage;Hitachi;HUS-150-6;;;;;;P4;AE17:Slot 15;2;;;;P4AE17:Slot 15;0-EXISTANT P3/P4;Commun;Hitashi : No match;AE17;15;Identifiable;NULL;HDS-12554 (HUS);;;;
DW-F700-DBS.P SFF Drive Box;Storage;Hitachi;HUS-150-7;;;;;;P4;AE17:Slot 17;2;;;;P4AE17:Slot 17;0-EXISTANT P3/P4;Commun;Hitashi : No match;AE17;17;Identifiable;NULL;HDS-12554 (HUS);;;;
DW-F700-DBS.P SFF Drive Box;Storage;Hitachi;HUS-150-8;;;;;;P4;AE17:Slot 19;2;;;;P4AE17:Slot 19;0-EXISTANT P3/P4;Commun;Hitashi : No match;AE17;19;Identifiable;NULL;HDS-12554 (HUS);;;;
DW-F700-DBS.P SFF Drive Box;Storage;Hitachi;HUS-150-9;;;;;;P4;AE17:Slot 21;2;;;;P4AE17:Slot 21;0-EXISTANT P3/P4;Commun;Hitashi : No match;AE17;21;Identifiable;NULL;HDS-12554 (HUS);;;;
DW-F700-DBS.P SFF Drive Box;Storage;Hitachi;HUS-150-10;;;;;;P4;AE17:Slot 23;2;;;;P4AE17:Slot 23;0-EXISTANT P3/P4;Commun;Hitashi : No match;AE17;23;Identifiable;NULL;HDS-12554 (HUS);;;;
DW-F700-DBS.P SFF Drive Box;Storage;Hitachi;HUS-150-11;;;;;;P4;AE17:Slot 25;2;;;;P4AE17:Slot 25;0-EXISTANT P3/P4;Commun;Hitashi : No match;AE17;25;Identifiable;NULL;HDS-12554 (HUS);;;;
DW-F700-DBS.P SFF Drive Box;Storage;Hitachi;HUS-150-12;;;;;;P4;AE17:Slot 27;2;;;;P4AE17:Slot 27;0-EXISTANT P3/P4;Commun;Hitashi : No match;AE17;27;Identifiable;NULL;HDS-12554 (HUS);;;;
DW-F700-DBS.P SFF Drive Box;Storage;Hitachi;HUS-150-13;;;;;;P4;AE17:Slot 29;2;;;;P4AE17:Slot 29;0-EXISTANT P3/P4;Commun;Hitashi : No match;AE17;29;Identifiable;NULL;HDS-12554 (HUS);;;;
DW-F700-DBS.P SFF Drive Box;Storage;Hitachi;HUS-150-14;;;;;;P4;AE17:Slot 31;2;;;;P4AE17:Slot 31;0-EXISTANT P3/P4;Commun;Hitashi : No match;AE17;31;Identifiable;NULL;HDS-12554 (HUS);;;;
DW-F700-DBS.P SFF Drive Box;Storage;Hitachi;HUS-150-15;;;;;;P4;AE17:Slot 33;2;;;;P4AE17:Slot 33;0-EXISTANT P3/P4;Commun;Hitashi : No match;AE17;33;Identifiable;NULL;HDS-12554 (HUS);;;;
DW-F700-DBS.P SFF Drive Box;Storage;Hitachi;HUS-150-16;;;;;;P4;AE17:Slot 35;2;;;;P4AE17:Slot 35;0-EXISTANT P3/P4;Commun;Hitashi : No match;AE17;35;Identifiable;NULL;HDS-12554 (HUS);;;;
DW-F700-DBS.P SFF Drive Box;Storage;Hitachi;HUS-150-17;;;;;;P4;AE17:Slot 37;2;;;;P4AE17:Slot 37;0-EXISTANT P3/P4;Commun;Hitashi : No match;AE17;37;Identifiable;NULL;HDS-12554 (HUS);;;;
DW-F700-DBS.P SFF Drive Box;Storage;Hitachi;HUS-150-18;;;;;;P4;AE17:Slot 39;2;;;;P4AE17:Slot 39;0-EXISTANT P3/P4;Commun;Hitashi : No match;AE17;39;Identifiable;NULL;HDS-12554 (HUS);;;;
DW-F700-DBS.P SFF Drive Box;Storage;Hitachi;HUS-150-19;;;;;;P4;AE17:Slot 41;2;;;;P4AE17:Slot 41;0-EXISTANT P3/P4;Commun;Hitashi : No match;AE17;41;Identifiable;NULL;HDS-12554 (HUS);;;;
DS460C;Storage;NetApp;NP1VLB_DSK;;;;;;P4;AE33:Slot 13;;;;;P4AE33:Slot 13;0-EXISTANT P3/P4;Commun;NULL;AE33;13;Identifiable;NULL;;;;;
FAS8300;Storage;NetApp;NP1VLB-01/02;;;;;RN002462/RN002463;P4;AE33:Slot 17;3;;;;P4AE33:Slot 17;0-EXISTANT P3/P4;Commun;OK-POSITION:4;AE33;17;Identifiable;NULL;NP1VLB-01/02 RACK NETAPP;;;;
Sunfire X4275;Server;Sun Microsystems;;;;;;;P4;F24:Slot 03;;;;;P4F24:Slot 03;0-EXISTANT P3/P4;Commun;NULL;F24;3;NULL;NULL;;;;;
Sunfire X4275;Server;Sun Microsystems;;;;;;;P4;F24:Slot 05;;;;;P4F24:Slot 05;0-EXISTANT P3/P4;Commun;NULL;F24;5;NULL;NULL;;;;;
Datacenter InfiniBand Switch 36;Switch;Sun Microsystems;;;;;;;P4;F24:Slot 07;1;;;;P4F24:Slot 07;0-EXISTANT P3/P4;Commun;NULL;F24;7;NULL;NULL;;;;;
Sunfire X4170;Server;Sun Microsystems;;;;;;;P4;F24:Slot 15;;;;;P4F24:Slot 15;0-EXISTANT P3/P4;Commun;NULL;F24;15;NULL;NULL;;;;;
Sunfire X4170;Server;Sun Microsystems;;;;;;;P4;F24:Slot 16;;;;;P4F24:Slot 16;0-EXISTANT P3/P4;Commun;NULL;F24;16;NULL;NULL;;;;;
Datacenter InfiniBand Switch 36;Switch;Sun Microsystems;;;;;;;P4;F24:Slot 20;1;;;;P4F24:Slot 20;0-EXISTANT P3/P4;Commun;NULL;F24;20;NULL;NULL;;;;;
Datacenter InfiniBand Switch 36;Switch;Sun Microsystems;;;;;;;P4;F24:Slot 21;1;;;;P4F24:Slot 21;0-EXISTANT P3/P4;Commun;NULL;F24;21;NULL;NULL;;;;;
ZFS Storage ZS3-2;Storage;Oracle;;;;;;;P4;F24:Slot 25;;;;;P4F24:Slot 25;0-EXISTANT P3/P4;Commun;NULL;F24;25;NULL;NULL;;;;;
DE2-24C;Server;Oracle;;;;;;;P4;F24:Slot 29;;;;;P4F24:Slot 29;0-EXISTANT P3/P4;Commun;NULL;F24;29;NULL;NULL;;;;;
DE2-24C;Server;Oracle;;;;;;;P4;F24:Slot 33;;;;;P4F24:Slot 33;0-EXISTANT P3/P4;Commun;NULL;F24;33;NULL;NULL;;;;;
DE2-24C;Server;Oracle;;;;;;;P4;F24:Slot 37;;;;;P4F24:Slot 37;0-EXISTANT P3/P4;Commun;NULL;F24;37;NULL;NULL;;;;;
Sunfire X4170;Server;Sun Microsystems;;;;;;;P4;F24:Slot 42;;;;;P4F24:Slot 42;0-EXISTANT P3/P4;Commun;NULL;F24;42;NULL;NULL;;;;;
3825;Router;Cisco;FRC2VPN5;;;;;AF047483;P4;F27:Slot 36;;;;;P4F27:Slot 36;0-EXISTANT P3/P4;Commun;NULL;F27;36;NULL;NULL;;;;;
SG 510;Server;Blue Coat;FRC2BC02;;;;;AF208264;P4;F28:Slot 27;;;;;P4F28:Slot 27;0-EXISTANT P3/P4;Commun;NULL;F28;27;NULL;NULL;;;;;
Router 1841;Router;Cisco;FRC2VPN60;;;;;AF209518;P4;F28:Slot 32;;;;;P4F28:Slot 32;0-EXISTANT P3/P4;Commun;NULL;F28;32;NULL;NULL;;;;;
MAXserver 20;Server;MRV;;;;;;2656352;P4;F28:Slot 38;;;;;P4F28:Slot 38;0-EXISTANT P3/P4;Commun;NULL;F28;38;NULL;NULL;;;;;
Dabox 2200;Server;Bee Ware;GESUFAL1;;;;;AF208563;P4;F30:Slot 35;;;;;P4F30:Slot 35;0-EXISTANT P3/P4;Commun;NULL;F30;35;NULL;NULL;;;;;
Nexus 1010 Virtual Services Appliance;Server;Cisco;SWC2P4RCI2;;;;;;P4;F30:Slot 37;;;;;P4F30:Slot 37;0-EXISTANT P3/P4;Commun;NULL;F30;37;NULL;NULL;;;;;
Nexus 1010 Virtual Services Appliance;Server;Cisco;SWC2P4RCI1;;;;;;P4;F30:Slot 38;;;;;P4F30:Slot 38;0-EXISTANT P3/P4;Commun;NULL;F30;38;NULL;NULL;;;;;
DS4243;Storage;NetApp;;;;;;;P4;F31:Slot 24;4;;;;P4F31:Slot 24;0-EXISTANT P3/P4;Commun;NetApp : M-0000620907;F31;24;Identifiable;M-0000620907;F-HORMERTY;;;;
DS4243;Storage;NetApp;;;;;;AF208047;P4;F31:Slot 28;4;;;;P4F31:Slot 28;0-EXISTANT P3/P4;Commun;NetApp : M-0000620907;F31;28;Identifiable;M-0000620907;F-HORMERTY;;;;
RS_6000 7026-H80;Server;IBM;FRC2XI03-EXT;;;;;;P4;F32:Slot 09;;;;;P4F32:Slot 09;0-EXISTANT P3/P4;Commun;NULL;F32;9;NULL;NULL;;;;;
Feature Code 5802 expansion unit;Server;IBM;FRC2P750-DSK3;;;;;Pas de tag;P4;F34:Slot 13;;;;;P4F34:Slot 13;0-EXISTANT P3/P4;Commun;NULL;F34;13;NULL;NULL;;;;;
Feature Code 5802 expansion unit;Server;IBM;FRC2P750-DSK2;;;;;AF046614;P4;F34:Slot 17;;;;;P4F34:Slot 17;0-EXISTANT P3/P4;Commun;NULL;F34;17;NULL;NULL;;;;;
Feature Code 5802 expansion unit;Server;IBM;FRC2P750-DSK1;;;;;AF046613;P4;F34:Slot 21;;;;;P4F34:Slot 21;0-EXISTANT P3/P4;Commun;NULL;F34;21;NULL;NULL;;;;;
Server X5-2L;Server;Oracle;;;;;;;P4;FRC2BDA1:Slot 02;;;;;P4FRC2BDA1:Slot 02;0-EXISTANT P3/P4;Commun;NULL;FRC2BDA1;2;NULL;NULL;;;;;
Server X5-2L;Server;Oracle;;;;;;;P4;FRC2BDA1:Slot 04;;;;;P4FRC2BDA1:Slot 04;0-EXISTANT P3/P4;Commun;NULL;FRC2BDA1;4;NULL;NULL;;;;;
Server X5-2L;Server;Oracle;;;;;;;P4;FRC2BDA1:Slot 06;;;;;P4FRC2BDA1:Slot 06;0-EXISTANT P3/P4;Commun;NULL;FRC2BDA1;6;NULL;NULL;;;;;
Server X5-2L;Server;Oracle;;;;;;;P4;FRC2BDA1:Slot 08;;;;;P4FRC2BDA1:Slot 08;0-EXISTANT P3/P4;Commun;NULL;FRC2BDA1;8;NULL;NULL;;;;;
Server X5-2L;Server;Oracle;;;;;;;P4;FRC2BDA1:Slot 10;;;;;P4FRC2BDA1:Slot 10;0-EXISTANT P3/P4;Commun;NULL;FRC2BDA1;10;NULL;NULL;;;;;
Server X5-2L;Server;Oracle;;;;;;;P4;FRC2BDA1:Slot 12;;;;;P4FRC2BDA1:Slot 12;0-EXISTANT P3/P4;Commun;NULL;FRC2BDA1;12;NULL;NULL;;;;;
Datacenter InfiniBand Switch 36;Switch;Sun Microsystems;;;;;;;P4;FRC2BDA1:Slot 20;1;;;;P4FRC2BDA1:Slot 20;0-EXISTANT P3/P4;Commun;NULL;FRC2BDA1;20;NULL;NULL;;;;;
Datacenter InfiniBand Switch 36;Switch;Sun Microsystems;;;;;;;P4;FRC2BDA1:Slot 21;1;;;;P4FRC2BDA1:Slot 21;0-EXISTANT P3/P4;Commun;NULL;FRC2BDA1;21;NULL;NULL;;;;;
Datacenter InfiniBand Switch 36;Switch;Sun Microsystems;;;;;;;P4;FRC2BDA1:Slot 22;1;;;;P4FRC2BDA1:Slot 22;0-EXISTANT P3/P4;Commun;NULL;FRC2BDA1;22;NULL;NULL;;;;;
Virtual Storage Platform DKC F710L-DECO;Server;Hitachi;;;;;;;P4;FRC2DSK04-1:Slot 01;13;;;;P4FRC2DSK04-1:Slot 01;0-EXISTANT P3/P4;Commun;Hitashi : No match;FRC2DSK04-1;1;Identifiable;NULL;NOT FOUND;;;;
Virtual Storage Platform DKC F710L-DECO;Server;Hitachi;;;;;;;P4;FRC2DSK04-2:Slot 01;13;;;;P4FRC2DSK04-2:Slot 01;0-EXISTANT P3/P4;Commun;Hitashi : No match;FRC2DSK04-2;1;Identifiable;NULL;NOT FOUND;;;;
Virtual Storage Platform DKC F710L-DECO;Server;Hitachi;;;;;;;P4;FRC2DSK04-2:Slot 15;13;;;;P4FRC2DSK04-2:Slot 15;0-EXISTANT P3/P4;Commun;Hitashi : No match;FRC2DSK04-2;15;Identifiable;NULL;NOT FOUND;;;;
Virtual Storage Platform DKC F710L-DECO;Server;Hitachi;;;;;;;P4;FRC2DSK04-2:Slot 29;13;;;;P4FRC2DSK04-2:Slot 29;0-EXISTANT P3/P4;Commun;Hitashi : No match;FRC2DSK04-2;29;Identifiable;NULL;NOT FOUND;;;;
Server X7-2L;Storage;Sun;;;;;;;P4;FRC2EXA02:Slot 02;;;;;P4FRC2EXA02:Slot 02;0-EXISTANT P3/P4;Commun;NULL;FRC2EXA02;2;NULL;NULL;;;;;
Server X7-2L;Storage;Sun;;;;;;;P4;FRC2EXA02:Slot 04;;;;;P4FRC2EXA02:Slot 04;0-EXISTANT P3/P4;Commun;NULL;FRC2EXA02;4;NULL;NULL;;;;;
Server X7-2L;Storage;Sun;;;;;;;P4;FRC2EXA02:Slot 06;;;;;P4FRC2EXA02:Slot 06;0-EXISTANT P3/P4;Commun;NULL;FRC2EXA02;6;NULL;NULL;;;;;
Server X7-2;Server;Oracle;;;;;;;P4;FRC2EXA02:Slot 16;;;;;P4FRC2EXA02:Slot 16;0-EXISTANT P3/P4;Commun;NULL;FRC2EXA02;16;NULL;NULL;;;;;
Server X7-2;Server;Oracle;;;;;;;P4;FRC2EXA02:Slot 17;;;;;P4FRC2EXA02:Slot 17;0-EXISTANT P3/P4;Commun;NULL;FRC2EXA02;17;NULL;NULL;;;;;
Datacenter InfiniBand Switch 36;Switch;Sun Microsystems;;;;;;;P4;FRC2EXA02:Slot 20;1;;;;P4FRC2EXA02:Slot 20;0-EXISTANT P3/P4;Commun;NULL;FRC2EXA02;20;NULL;NULL;;;;;
Nexus C9348GC-FXP;Switch;Cisco;;;;;;;P4;FRC2EXA02:Slot 21;;;;;P4FRC2EXA02:Slot 21;0-EXISTANT P3/P4;Commun;NULL;FRC2EXA02;21;NULL;NULL;;;;;
Datacenter InfiniBand Switch 36;Switch;Sun Microsystems;;;;;;;P4;FRC2EXA02:Slot 22;1;;;;P4FRC2EXA02:Slot 22;0-EXISTANT P3/P4;Commun;NULL;FRC2EXA02;22;NULL;NULL;;;;;
Server X5-2L;Server;Oracle;;;;;;;P4;FRC2ZDLR1:Slot 02;;;;;P4FRC2ZDLR1:Slot 02;0-EXISTANT P3/P4;Commun;NULL;FRC2ZDLR1;2;NULL;NULL;;;;;
Server X5-2L;Server;Oracle;;;;;;;P4;FRC2ZDLR1:Slot 04;;;;;P4FRC2ZDLR1:Slot 04;0-EXISTANT P3/P4;Commun;NULL;FRC2ZDLR1;4;NULL;NULL;;;;;
Server X5-2L;Server;Oracle;;;;;;;P4;FRC2ZDLR1:Slot 06;;;;;P4FRC2ZDLR1:Slot 06;0-EXISTANT P3/P4;Commun;NULL;FRC2ZDLR1;6;NULL;NULL;;;;;
Server X5-2;Server;Oracle;;;;;;;P4;FRC2ZDLR1:Slot 16;;;;;P4FRC2ZDLR1:Slot 16;0-EXISTANT P3/P4;Commun;NULL;FRC2ZDLR1;16;NULL;NULL;;;;;
Server X5-2;Server;Oracle;;;;;;;P4;FRC2ZDLR1:Slot 17;;;;;P4FRC2ZDLR1:Slot 17;0-EXISTANT P3/P4;Commun;NULL;FRC2ZDLR1;17;NULL;NULL;;;;;
Datacenter InfiniBand Switch 36;Switch;Sun Microsystems;;;;;;;P4;FRC2ZDLR1:Slot 20;1;;;;P4FRC2ZDLR1:Slot 20;0-EXISTANT P3/P4;Commun;NULL;FRC2ZDLR1;20;NULL;NULL;;;;;
Datacenter InfiniBand Switch 36;Switch;Sun Microsystems;;;;;;;P4;FRC2ZDLR1:Slot 21;1;;;;P4FRC2ZDLR1:Slot 21;0-EXISTANT P3/P4;Commun;NULL;FRC2ZDLR1;21;NULL;NULL;;;;;
Datacenter InfiniBand Switch 36;Switch;Sun Microsystems;;;;;;;P4;FRC2ZDLR1:Slot 22;1;;;;P4FRC2ZDLR1:Slot 22;0-EXISTANT P3/P4;Commun;NULL;FRC2ZDLR1;22;NULL;NULL;;;;;
Proliant DL580 G8;Server;HP;;;;;;AF209227;P4;G09:Slot 01;4;;;;P4G09:Slot 01;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;G09;1;Identifiable;NULL;HANA03, PB033-P040, 3PAR AF209220-23, SAN HANAP4R1-SAN1/2;;;;
Proliant DL580 G8;Server;HP;;;;;;AF209226;P4;G09:Slot 05;4;;;;P4G09:Slot 05;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;G09;5;Identifiable;NULL;HANA03, PB033-P040, 3PAR AF209220-23, SAN HANAP4R1-SAN1/2;;;;
Proliant DL580 G8;Server;HP;;;;;;AF209225;P4;G09:Slot 09;4;;;;P4G09:Slot 09;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;G09;9;Identifiable;NULL;HANA03, PB033-P040, 3PAR AF209220-23, SAN HANAP4R1-SAN1/2;;;;
Proliant DL580 G8;Server;HP;;;;;;AF209224;P4;G09:Slot 13;4;;;;P4G09:Slot 13;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;G09;13;Identifiable;NULL;HANA03, PB033-P040, 3PAR AF209220-23, SAN HANAP4R1-SAN1/2;;;;
3PAR StoreServ 7200 2 Node Storage Base (QR482A);Server;HP;;;;;;AF209223;P4;G09:Slot 17;2;;;;P4G09:Slot 17;0-EXISTANT P3/P4;Commun;NULL;G09;17;NULL;NULL;;;;;
3PAR StoreServ 7200 2 Node Storage Base (QR482A);Server;HP;;;;;;AF209222;P4;G09:Slot 19;2;;;;P4G09:Slot 19;0-EXISTANT P3/P4;Commun;NULL;G09;19;NULL;NULL;;;;;
3PAR StoreServ 7200 2 Node Storage Base (QR482A);Server;HP;;;;;;AF209220;P4;G09:Slot 23;2;;;;P4G09:Slot 23;0-EXISTANT P3/P4;Commun;NULL;G09;23;NULL;NULL;;;;;
Proliant DL320e G8 (LFF);Server;HP;;;;;;AF209219;P4;G09:Slot 25;1;;;;P4G09:Slot 25;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;G09;25;Identifiable;NULL;HANA03, PB033-P040, 3PAR AF209220-23, SAN HANAP4R1-SAN1/2;;;;
Proliant DL380p G8 (1200W);Server;HP;;;;;;AF209218;P4;G09:Slot 30;2;;;;P4G09:Slot 30;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;G09;30;Identifiable;NULL;HANA03, PB033-P040, 3PAR AF209220-23, SAN HANAP4R1-SAN1/2;;;;
Proliant DL380p G8 (1200W);Server;HP;;;;;;AF209217;P4;G09:Slot 32;2;;;;P4G09:Slot 32;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;G09;32;Identifiable;NULL;HANA03, PB033-P040, 3PAR AF209220-23, SAN HANAP4R1-SAN1/2;;;;
Proliant DL380p G8 (1200W);Server;HP;;;;;;AF209216;P4;G09:Slot 34;2;;;;P4G09:Slot 34;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;G09;34;Identifiable;NULL;HANA03, PB033-P040, 3PAR AF209220-23, SAN HANAP4R1-SAN1/2;;;;
Proliant DL580 G8;Server;HP;;;;;;AF209505;P4;G10:Slot 01;4;;;;P4G10:Slot 01;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;G10;1;Identifiable;NULL;HANA06, PB089-PB102, 3PAR AF209499-502, HANAP4R2-SAN1/2;;;;
