Modele;Type;Fabricant;LONG_NAME;SHORT_NAME;SERIAL_NUMBER;ASSET_ID;ASSET_TAG;asset_number;Nom_de_la_salle;Reperage_ID_origin;Reperage_ID;End_Move_Target;STATUS_hpe;salle_Dest;Rack_U_Dest;olivier_index;PROJET_Responsable;A_FAIRE_VALIDER;Valide_O_N;AUTRE_PROPOSITION_ou_CONFIRMER;Termine_Oui_Non;Index_CC;from_source;status_CMDB;status_position_cmdb;status_asset_id;status_position;status_name;status_etat;status_global;status_etat_hpe;status_spec;status_cc;status_cc_2;status_cc_3;CMDB_Servers_Status;CMDB_Servers_Owner;Hauteur_U
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-Z2080;;M-0000866737;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-Z2011;;M-0000858627;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-Z2090;;M-0000904617;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
FAS8200;storage;NETAPP;;NA0VLB-01;;M-0000887587;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-TST01;;M-0000682960;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-STG02;;M-0000774463;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-Z0802;;M-0000712283;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-TEC02;;M-0000710951;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-STG01;;M-0000655818;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-HPC01;;M-0000754563;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-Z0832;;M-0000742595;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-Z0818;;M-0000728914;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-Z0800;;M-0000866738;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-Z0788;;M-0000779613;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-Z0801;;M-0000728908;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-TEC03;;M-0000859349;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-Z2017;;M-0000909027;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-Z2096;;M-0000940832;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-Z2088;;M-0000904616;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-Z2084;;M-0000896117;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-OPE03;;M-0000918277;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-TCZ01;;M-0000682959;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-Z0803;;M-0000712284;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-OPE02;;M-0000774462;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-TEC01;;M-0000655819;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-Z0836;;M-0000761205;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-Z0828;;M-0000742598;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-OPE01;;M-0000655817;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-Z0840;;M-0000779614;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-Z0817;;M-0000728913;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-Z2080;;M-0000866737;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-Z2011;;M-0000858627;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-Z2090;;M-0000904617;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
FAS8200;storage;NETAPP;;NA0VLB-01;;M-0000887587;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-TST01;;M-0000682960;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-STG02;;M-0000774463;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-Z0802;;M-0000712283;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-TEC02;;M-0000710951;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-STG01;;M-0000655818;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-HPC01;;M-0000754563;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-Z0832;;M-0000742595;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-Z0818;;M-0000728914;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-Z0800;;M-0000866738;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-Z0788;;M-0000779613;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-Z0801;;M-0000728908;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-TEC03;;M-0000859349;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-Z2017;;M-0000909027;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-Z2096;;M-0000940832;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-Z2088;;M-0000904616;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-Z2084;;M-0000896117;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-OPE03;;M-0000918277;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-TCZ01;;M-0000682959;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-Z0803;;M-0000712284;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-OPE02;;M-0000774462;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-TEC01;;M-0000655819;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-Z0836;;M-0000761205;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-Z0828;;M-0000742598;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-OPE01;;M-0000655817;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-Z0840;;M-0000779614;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-Z0817;;M-0000728913;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-Z2080;;M-0000866737;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-Z2011;;M-0000858627;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-Z2090;;M-0000904617;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
FAS8200;storage;NETAPP;;NA0VLB-01;;M-0000887587;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-TST01;;M-0000682960;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-STG02;;M-0000774463;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-Z0802;;M-0000712283;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-TEC02;;M-0000710951;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-STG01;;M-0000655818;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-HPC01;;M-0000754563;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-Z0832;;M-0000742595;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-Z0818;;M-0000728914;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-Z0800;;M-0000866738;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-Z0788;;M-0000779613;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-Z0801;;M-0000728908;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-TEC03;;M-0000859349;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-Z2017;;M-0000909027;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-Z2096;;M-0000940832;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-Z2088;;M-0000904616;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
STORAGE VIRTUAL MACHINE;storage;NETAPP;;NA0VLB-Z2084;;M-0000896117;;;P1;;W29:Slot 29;;;;;;;;;;;;CMDB;OK;KO;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;
